full_date,calendar,year,quarter,quarter_id,month_number,month_name,month_name_abbr,day_of_month,day_of_week,day_name,day_name_abbr
2017-03-13 00:00:00,03/13/2017,2017,1,Q1,3,March,Mar,13,0,Monday,Mon
2017-03-14 00:00:00,03/14/2017,2017,1,Q1,3,March,Mar,14,1,Tuesday,Tue
2017-03-15 00:00:00,03/15/2017,2017,1,Q1,3,March,Mar,15,2,Wednesday,Wed
2017-03-16 00:00:00,03/16/2017,2017,1,Q1,3,March,Mar,16,3,Thursday,Thu
2017-03-17 00:00:00,03/17/2017,2017,1,Q1,3,March,Mar,17,4,Friday,Fri
2017-03-18 00:00:00,03/18/2017,2017,1,Q1,3,March,Mar,18,5,Saturday,Sat
2017-03-19 00:00:00,03/19/2017,2017,1,Q1,3,March,Mar,19,6,Sunday,Sun
2017-03-20 00:00:00,03/20/2017,2017,1,Q1,3,March,Mar,20,0,Monday,Mon
2017-03-21 00:00:00,03/21/2017,2017,1,Q1,3,March,Mar,21,1,Tuesday,Tue
2017-03-22 00:00:00,03/22/2017,2017,1,Q1,3,March,Mar,22,2,Wednesday,Wed
2017-03-23 00:00:00,03/23/2017,2017,1,Q1,3,March,Mar,23,3,Thursday,Thu
2017-03-24 00:00:00,03/24/2017,2017,1,Q1,3,March,Mar,24,4,Friday,Fri
2017-03-25 00:00:00,03/25/2017,2017,1,Q1,3,March,Mar,25,5,Saturday,Sat
2017-03-26 00:00:00,03/26/2017,2017,1,Q1,3,March,Mar,26,6,Sunday,Sun
2017-03-27 00:00:00,03/27/2017,2017,1,Q1,3,March,Mar,27,0,Monday,Mon
2017-03-28 00:00:00,03/28/2017,2017,1,Q1,3,March,Mar,28,1,Tuesday,Tue
2017-03-29 00:00:00,03/29/2017,2017,1,Q1,3,March,Mar,29,2,Wednesday,Wed
2017-03-30 00:00:00,03/30/2017,2017,1,Q1,3,March,Mar,30,3,Thursday,Thu
2017-03-31 00:00:00,03/31/2017,2017,1,Q1,3,March,Mar,31,4,Friday,Fri
2017-04-01 00:00:00,04/01/2017,2017,2,Q2,4,April,Apr,1,5,Saturday,Sat
2017-04-02 00:00:00,04/02/2017,2017,2,Q2,4,April,Apr,2,6,Sunday,Sun
2017-04-03 00:00:00,04/03/2017,2017,2,Q2,4,April,Apr,3,0,Monday,Mon
2017-04-04 00:00:00,04/04/2017,2017,2,Q2,4,April,Apr,4,1,Tuesday,Tue
2017-04-05 00:00:00,04/05/2017,2017,2,Q2,4,April,Apr,5,2,Wednesday,Wed
2017-04-06 00:00:00,04/06/2017,2017,2,Q2,4,April,Apr,6,3,Thursday,Thu
2017-04-07 00:00:00,04/07/2017,2017,2,Q2,4,April,Apr,7,4,Friday,Fri
2017-04-08 00:00:00,04/08/2017,2017,2,Q2,4,April,Apr,8,5,Saturday,Sat
2017-04-09 00:00:00,04/09/2017,2017,2,Q2,4,April,Apr,9,6,Sunday,Sun
2017-04-10 00:00:00,04/10/2017,2017,2,Q2,4,April,Apr,10,0,Monday,Mon
2017-04-11 00:00:00,04/11/2017,2017,2,Q2,4,April,Apr,11,1,Tuesday,Tue
2017-04-12 00:00:00,04/12/2017,2017,2,Q2,4,April,Apr,12,2,Wednesday,Wed
2017-04-13 00:00:00,04/13/2017,2017,2,Q2,4,April,Apr,13,3,Thursday,Thu
2017-04-14 00:00:00,04/14/2017,2017,2,Q2,4,April,Apr,14,4,Friday,Fri
2017-04-15 00:00:00,04/15/2017,2017,2,Q2,4,April,Apr,15,5,Saturday,Sat
2017-04-16 00:00:00,04/16/2017,2017,2,Q2,4,April,Apr,16,6,Sunday,Sun
2017-04-17 00:00:00,04/17/2017,2017,2,Q2,4,April,Apr,17,0,Monday,Mon
2017-04-18 00:00:00,04/18/2017,2017,2,Q2,4,April,Apr,18,1,Tuesday,Tue
2017-04-19 00:00:00,04/19/2017,2017,2,Q2,4,April,Apr,19,2,Wednesday,Wed
2017-04-20 00:00:00,04/20/2017,2017,2,Q2,4,April,Apr,20,3,Thursday,Thu
2017-04-21 00:00:00,04/21/2017,2017,2,Q2,4,April,Apr,21,4,Friday,Fri
2017-04-22 00:00:00,04/22/2017,2017,2,Q2,4,April,Apr,22,5,Saturday,Sat
2017-04-23 00:00:00,04/23/2017,2017,2,Q2,4,April,Apr,23,6,Sunday,Sun
2017-04-24 00:00:00,04/24/2017,2017,2,Q2,4,April,Apr,24,0,Monday,Mon
2017-04-25 00:00:00,04/25/2017,2017,2,Q2,4,April,Apr,25,1,Tuesday,Tue
2017-04-26 00:00:00,04/26/2017,2017,2,Q2,4,April,Apr,26,2,Wednesday,Wed
2017-04-27 00:00:00,04/27/2017,2017,2,Q2,4,April,Apr,27,3,Thursday,Thu
2017-04-28 00:00:00,04/28/2017,2017,2,Q2,4,April,Apr,28,4,Friday,Fri
2017-04-29 00:00:00,04/29/2017,2017,2,Q2,4,April,Apr,29,5,Saturday,Sat
2017-04-30 00:00:00,04/30/2017,2017,2,Q2,4,April,Apr,30,6,Sunday,Sun
2017-05-01 00:00:00,05/01/2017,2017,2,Q2,5,May,May,1,0,Monday,Mon
2017-05-02 00:00:00,05/02/2017,2017,2,Q2,5,May,May,2,1,Tuesday,Tue
2017-05-03 00:00:00,05/03/2017,2017,2,Q2,5,May,May,3,2,Wednesday,Wed
2017-05-04 00:00:00,05/04/2017,2017,2,Q2,5,May,May,4,3,Thursday,Thu
2017-05-05 00:00:00,05/05/2017,2017,2,Q2,5,May,May,5,4,Friday,Fri
2017-05-06 00:00:00,05/06/2017,2017,2,Q2,5,May,May,6,5,Saturday,Sat
2017-05-07 00:00:00,05/07/2017,2017,2,Q2,5,May,May,7,6,Sunday,Sun
2017-05-08 00:00:00,05/08/2017,2017,2,Q2,5,May,May,8,0,Monday,Mon
2017-05-09 00:00:00,05/09/2017,2017,2,Q2,5,May,May,9,1,Tuesday,Tue
2017-05-10 00:00:00,05/10/2017,2017,2,Q2,5,May,May,10,2,Wednesday,Wed
2017-05-11 00:00:00,05/11/2017,2017,2,Q2,5,May,May,11,3,Thursday,Thu
2017-05-12 00:00:00,05/12/2017,2017,2,Q2,5,May,May,12,4,Friday,Fri
2017-05-13 00:00:00,05/13/2017,2017,2,Q2,5,May,May,13,5,Saturday,Sat
2017-05-14 00:00:00,05/14/2017,2017,2,Q2,5,May,May,14,6,Sunday,Sun
2017-05-15 00:00:00,05/15/2017,2017,2,Q2,5,May,May,15,0,Monday,Mon
2017-05-16 00:00:00,05/16/2017,2017,2,Q2,5,May,May,16,1,Tuesday,Tue
2017-05-17 00:00:00,05/17/2017,2017,2,Q2,5,May,May,17,2,Wednesday,Wed
2017-05-18 00:00:00,05/18/2017,2017,2,Q2,5,May,May,18,3,Thursday,Thu
2017-05-19 00:00:00,05/19/2017,2017,2,Q2,5,May,May,19,4,Friday,Fri
2017-05-20 00:00:00,05/20/2017,2017,2,Q2,5,May,May,20,5,Saturday,Sat
2017-05-21 00:00:00,05/21/2017,2017,2,Q2,5,May,May,21,6,Sunday,Sun
2017-05-22 00:00:00,05/22/2017,2017,2,Q2,5,May,May,22,0,Monday,Mon
2017-05-23 00:00:00,05/23/2017,2017,2,Q2,5,May,May,23,1,Tuesday,Tue
2017-05-24 00:00:00,05/24/2017,2017,2,Q2,5,May,May,24,2,Wednesday,Wed
2017-05-25 00:00:00,05/25/2017,2017,2,Q2,5,May,May,25,3,Thursday,Thu
2017-05-26 00:00:00,05/26/2017,2017,2,Q2,5,May,May,26,4,Friday,Fri
2017-05-27 00:00:00,05/27/2017,2017,2,Q2,5,May,May,27,5,Saturday,Sat
2017-05-28 00:00:00,05/28/2017,2017,2,Q2,5,May,May,28,6,Sunday,Sun
2017-05-29 00:00:00,05/29/2017,2017,2,Q2,5,May,May,29,0,Monday,Mon
2017-05-30 00:00:00,05/30/2017,2017,2,Q2,5,May,May,30,1,Tuesday,Tue
2017-05-31 00:00:00,05/31/2017,2017,2,Q2,5,May,May,31,2,Wednesday,Wed
2017-06-01 00:00:00,06/01/2017,2017,2,Q2,6,June,Jun,1,3,Thursday,Thu
2017-06-02 00:00:00,06/02/2017,2017,2,Q2,6,June,Jun,2,4,Friday,Fri
2017-06-03 00:00:00,06/03/2017,2017,2,Q2,6,June,Jun,3,5,Saturday,Sat
2017-06-04 00:00:00,06/04/2017,2017,2,Q2,6,June,Jun,4,6,Sunday,Sun
2017-06-05 00:00:00,06/05/2017,2017,2,Q2,6,June,Jun,5,0,Monday,Mon
2017-06-06 00:00:00,06/06/2017,2017,2,Q2,6,June,Jun,6,1,Tuesday,Tue
2017-06-07 00:00:00,06/07/2017,2017,2,Q2,6,June,Jun,7,2,Wednesday,Wed
2017-06-08 00:00:00,06/08/2017,2017,2,Q2,6,June,Jun,8,3,Thursday,Thu
2017-06-09 00:00:00,06/09/2017,2017,2,Q2,6,June,Jun,9,4,Friday,Fri
2017-06-10 00:00:00,06/10/2017,2017,2,Q2,6,June,Jun,10,5,Saturday,Sat
2017-06-11 00:00:00,06/11/2017,2017,2,Q2,6,June,Jun,11,6,Sunday,Sun
2017-06-12 00:00:00,06/12/2017,2017,2,Q2,6,June,Jun,12,0,Monday,Mon
2017-06-13 00:00:00,06/13/2017,2017,2,Q2,6,June,Jun,13,1,Tuesday,Tue
2017-06-14 00:00:00,06/14/2017,2017,2,Q2,6,June,Jun,14,2,Wednesday,Wed
2017-06-15 00:00:00,06/15/2017,2017,2,Q2,6,June,Jun,15,3,Thursday,Thu
2017-06-16 00:00:00,06/16/2017,2017,2,Q2,6,June,Jun,16,4,Friday,Fri
2017-06-17 00:00:00,06/17/2017,2017,2,Q2,6,June,Jun,17,5,Saturday,Sat
2017-06-18 00:00:00,06/18/2017,2017,2,Q2,6,June,Jun,18,6,Sunday,Sun
2017-06-19 00:00:00,06/19/2017,2017,2,Q2,6,June,Jun,19,0,Monday,Mon
2017-06-20 00:00:00,06/20/2017,2017,2,Q2,6,June,Jun,20,1,Tuesday,Tue
2017-06-21 00:00:00,06/21/2017,2017,2,Q2,6,June,Jun,21,2,Wednesday,Wed
2017-06-22 00:00:00,06/22/2017,2017,2,Q2,6,June,Jun,22,3,Thursday,Thu
2017-06-23 00:00:00,06/23/2017,2017,2,Q2,6,June,Jun,23,4,Friday,Fri
2017-06-24 00:00:00,06/24/2017,2017,2,Q2,6,June,Jun,24,5,Saturday,Sat
2017-06-25 00:00:00,06/25/2017,2017,2,Q2,6,June,Jun,25,6,Sunday,Sun
2017-06-26 00:00:00,06/26/2017,2017,2,Q2,6,June,Jun,26,0,Monday,Mon
2017-06-27 00:00:00,06/27/2017,2017,2,Q2,6,June,Jun,27,1,Tuesday,Tue
2017-06-28 00:00:00,06/28/2017,2017,2,Q2,6,June,Jun,28,2,Wednesday,Wed
2017-06-29 00:00:00,06/29/2017,2017,2,Q2,6,June,Jun,29,3,Thursday,Thu
2017-06-30 00:00:00,06/30/2017,2017,2,Q2,6,June,Jun,30,4,Friday,Fri
2017-07-01 00:00:00,07/01/2017,2017,3,Q3,7,July,Jul,1,5,Saturday,Sat
2017-07-02 00:00:00,07/02/2017,2017,3,Q3,7,July,Jul,2,6,Sunday,Sun
2017-07-03 00:00:00,07/03/2017,2017,3,Q3,7,July,Jul,3,0,Monday,Mon
2017-07-04 00:00:00,07/04/2017,2017,3,Q3,7,July,Jul,4,1,Tuesday,Tue
2017-07-05 00:00:00,07/05/2017,2017,3,Q3,7,July,Jul,5,2,Wednesday,Wed
2017-07-06 00:00:00,07/06/2017,2017,3,Q3,7,July,Jul,6,3,Thursday,Thu
2017-07-07 00:00:00,07/07/2017,2017,3,Q3,7,July,Jul,7,4,Friday,Fri
2017-07-08 00:00:00,07/08/2017,2017,3,Q3,7,July,Jul,8,5,Saturday,Sat
2017-07-09 00:00:00,07/09/2017,2017,3,Q3,7,July,Jul,9,6,Sunday,Sun
2017-07-10 00:00:00,07/10/2017,2017,3,Q3,7,July,Jul,10,0,Monday,Mon
2017-07-11 00:00:00,07/11/2017,2017,3,Q3,7,July,Jul,11,1,Tuesday,Tue
2017-07-12 00:00:00,07/12/2017,2017,3,Q3,7,July,Jul,12,2,Wednesday,Wed
2017-07-13 00:00:00,07/13/2017,2017,3,Q3,7,July,Jul,13,3,Thursday,Thu
2017-07-14 00:00:00,07/14/2017,2017,3,Q3,7,July,Jul,14,4,Friday,Fri
2017-07-15 00:00:00,07/15/2017,2017,3,Q3,7,July,Jul,15,5,Saturday,Sat
2017-07-16 00:00:00,07/16/2017,2017,3,Q3,7,July,Jul,16,6,Sunday,Sun
2017-07-17 00:00:00,07/17/2017,2017,3,Q3,7,July,Jul,17,0,Monday,Mon
2017-07-18 00:00:00,07/18/2017,2017,3,Q3,7,July,Jul,18,1,Tuesday,Tue
2017-07-19 00:00:00,07/19/2017,2017,3,Q3,7,July,Jul,19,2,Wednesday,Wed
2017-07-20 00:00:00,07/20/2017,2017,3,Q3,7,July,Jul,20,3,Thursday,Thu
2017-07-21 00:00:00,07/21/2017,2017,3,Q3,7,July,Jul,21,4,Friday,Fri
2017-07-22 00:00:00,07/22/2017,2017,3,Q3,7,July,Jul,22,5,Saturday,Sat
2017-07-23 00:00:00,07/23/2017,2017,3,Q3,7,July,Jul,23,6,Sunday,Sun
2017-07-24 00:00:00,07/24/2017,2017,3,Q3,7,July,Jul,24,0,Monday,Mon
2017-07-25 00:00:00,07/25/2017,2017,3,Q3,7,July,Jul,25,1,Tuesday,Tue
2017-07-26 00:00:00,07/26/2017,2017,3,Q3,7,July,Jul,26,2,Wednesday,Wed
2017-07-27 00:00:00,07/27/2017,2017,3,Q3,7,July,Jul,27,3,Thursday,Thu
2017-07-28 00:00:00,07/28/2017,2017,3,Q3,7,July,Jul,28,4,Friday,Fri
2017-07-29 00:00:00,07/29/2017,2017,3,Q3,7,July,Jul,29,5,Saturday,Sat
2017-07-30 00:00:00,07/30/2017,2017,3,Q3,7,July,Jul,30,6,Sunday,Sun
2017-07-31 00:00:00,07/31/2017,2017,3,Q3,7,July,Jul,31,0,Monday,Mon
2017-08-01 00:00:00,08/01/2017,2017,3,Q3,8,August,Aug,1,1,Tuesday,Tue
2017-08-02 00:00:00,08/02/2017,2017,3,Q3,8,August,Aug,2,2,Wednesday,Wed
2017-08-03 00:00:00,08/03/2017,2017,3,Q3,8,August,Aug,3,3,Thursday,Thu
2017-08-04 00:00:00,08/04/2017,2017,3,Q3,8,August,Aug,4,4,Friday,Fri
2017-08-05 00:00:00,08/05/2017,2017,3,Q3,8,August,Aug,5,5,Saturday,Sat
2017-08-06 00:00:00,08/06/2017,2017,3,Q3,8,August,Aug,6,6,Sunday,Sun
2017-08-07 00:00:00,08/07/2017,2017,3,Q3,8,August,Aug,7,0,Monday,Mon
2017-08-08 00:00:00,08/08/2017,2017,3,Q3,8,August,Aug,8,1,Tuesday,Tue
2017-08-09 00:00:00,08/09/2017,2017,3,Q3,8,August,Aug,9,2,Wednesday,Wed
2017-08-10 00:00:00,08/10/2017,2017,3,Q3,8,August,Aug,10,3,Thursday,Thu
2017-08-11 00:00:00,08/11/2017,2017,3,Q3,8,August,Aug,11,4,Friday,Fri
2017-08-12 00:00:00,08/12/2017,2017,3,Q3,8,August,Aug,12,5,Saturday,Sat
2017-08-13 00:00:00,08/13/2017,2017,3,Q3,8,August,Aug,13,6,Sunday,Sun
2017-08-14 00:00:00,08/14/2017,2017,3,Q3,8,August,Aug,14,0,Monday,Mon
2017-08-15 00:00:00,08/15/2017,2017,3,Q3,8,August,Aug,15,1,Tuesday,Tue
2017-08-16 00:00:00,08/16/2017,2017,3,Q3,8,August,Aug,16,2,Wednesday,Wed
2017-08-17 00:00:00,08/17/2017,2017,3,Q3,8,August,Aug,17,3,Thursday,Thu
2017-08-18 00:00:00,08/18/2017,2017,3,Q3,8,August,Aug,18,4,Friday,Fri
2017-08-19 00:00:00,08/19/2017,2017,3,Q3,8,August,Aug,19,5,Saturday,Sat
2017-08-20 00:00:00,08/20/2017,2017,3,Q3,8,August,Aug,20,6,Sunday,Sun
2017-08-21 00:00:00,08/21/2017,2017,3,Q3,8,August,Aug,21,0,Monday,Mon
2017-08-22 00:00:00,08/22/2017,2017,3,Q3,8,August,Aug,22,1,Tuesday,Tue
2017-08-23 00:00:00,08/23/2017,2017,3,Q3,8,August,Aug,23,2,Wednesday,Wed
2017-08-24 00:00:00,08/24/2017,2017,3,Q3,8,August,Aug,24,3,Thursday,Thu
2017-08-25 00:00:00,08/25/2017,2017,3,Q3,8,August,Aug,25,4,Friday,Fri
2017-08-26 00:00:00,08/26/2017,2017,3,Q3,8,August,Aug,26,5,Saturday,Sat
2017-08-27 00:00:00,08/27/2017,2017,3,Q3,8,August,Aug,27,6,Sunday,Sun
2017-08-28 00:00:00,08/28/2017,2017,3,Q3,8,August,Aug,28,0,Monday,Mon
2017-08-29 00:00:00,08/29/2017,2017,3,Q3,8,August,Aug,29,1,Tuesday,Tue
2017-08-30 00:00:00,08/30/2017,2017,3,Q3,8,August,Aug,30,2,Wednesday,Wed
2017-08-31 00:00:00,08/31/2017,2017,3,Q3,8,August,Aug,31,3,Thursday,Thu
2017-09-01 00:00:00,09/01/2017,2017,3,Q3,9,September,Sep,1,4,Friday,Fri
2017-09-02 00:00:00,09/02/2017,2017,3,Q3,9,September,Sep,2,5,Saturday,Sat
2017-09-03 00:00:00,09/03/2017,2017,3,Q3,9,September,Sep,3,6,Sunday,Sun
2017-09-04 00:00:00,09/04/2017,2017,3,Q3,9,September,Sep,4,0,Monday,Mon
2017-09-05 00:00:00,09/05/2017,2017,3,Q3,9,September,Sep,5,1,Tuesday,Tue
2017-09-06 00:00:00,09/06/2017,2017,3,Q3,9,September,Sep,6,2,Wednesday,Wed
2017-09-07 00:00:00,09/07/2017,2017,3,Q3,9,September,Sep,7,3,Thursday,Thu
2017-09-08 00:00:00,09/08/2017,2017,3,Q3,9,September,Sep,8,4,Friday,Fri
2017-09-09 00:00:00,09/09/2017,2017,3,Q3,9,September,Sep,9,5,Saturday,Sat
2017-09-10 00:00:00,09/10/2017,2017,3,Q3,9,September,Sep,10,6,Sunday,Sun
2017-09-11 00:00:00,09/11/2017,2017,3,Q3,9,September,Sep,11,0,Monday,Mon
2017-09-12 00:00:00,09/12/2017,2017,3,Q3,9,September,Sep,12,1,Tuesday,Tue
2017-09-13 00:00:00,09/13/2017,2017,3,Q3,9,September,Sep,13,2,Wednesday,Wed
2017-09-14 00:00:00,09/14/2017,2017,3,Q3,9,September,Sep,14,3,Thursday,Thu
2017-09-15 00:00:00,09/15/2017,2017,3,Q3,9,September,Sep,15,4,Friday,Fri
2017-09-16 00:00:00,09/16/2017,2017,3,Q3,9,September,Sep,16,5,Saturday,Sat
2017-09-17 00:00:00,09/17/2017,2017,3,Q3,9,September,Sep,17,6,Sunday,Sun
2017-09-18 00:00:00,09/18/2017,2017,3,Q3,9,September,Sep,18,0,Monday,Mon
2017-09-19 00:00:00,09/19/2017,2017,3,Q3,9,September,Sep,19,1,Tuesday,Tue
2017-09-20 00:00:00,09/20/2017,2017,3,Q3,9,September,Sep,20,2,Wednesday,Wed
2017-09-21 00:00:00,09/21/2017,2017,3,Q3,9,September,Sep,21,3,Thursday,Thu
2017-09-22 00:00:00,09/22/2017,2017,3,Q3,9,September,Sep,22,4,Friday,Fri
2017-09-23 00:00:00,09/23/2017,2017,3,Q3,9,September,Sep,23,5,Saturday,Sat
2017-09-24 00:00:00,09/24/2017,2017,3,Q3,9,September,Sep,24,6,Sunday,Sun
2017-09-25 00:00:00,09/25/2017,2017,3,Q3,9,September,Sep,25,0,Monday,Mon
2017-09-26 00:00:00,09/26/2017,2017,3,Q3,9,September,Sep,26,1,Tuesday,Tue
2017-09-27 00:00:00,09/27/2017,2017,3,Q3,9,September,Sep,27,2,Wednesday,Wed
2017-09-28 00:00:00,09/28/2017,2017,3,Q3,9,September,Sep,28,3,Thursday,Thu
2017-09-29 00:00:00,09/29/2017,2017,3,Q3,9,September,Sep,29,4,Friday,Fri
2017-09-30 00:00:00,09/30/2017,2017,3,Q3,9,September,Sep,30,5,Saturday,Sat
2017-10-01 00:00:00,10/01/2017,2017,4,Q4,10,October,Oct,1,6,Sunday,Sun
2017-10-02 00:00:00,10/02/2017,2017,4,Q4,10,October,Oct,2,0,Monday,Mon
2017-10-03 00:00:00,10/03/2017,2017,4,Q4,10,October,Oct,3,1,Tuesday,Tue
2017-10-04 00:00:00,10/04/2017,2017,4,Q4,10,October,Oct,4,2,Wednesday,Wed
2017-10-05 00:00:00,10/05/2017,2017,4,Q4,10,October,Oct,5,3,Thursday,Thu
2017-10-06 00:00:00,10/06/2017,2017,4,Q4,10,October,Oct,6,4,Friday,Fri
2017-10-07 00:00:00,10/07/2017,2017,4,Q4,10,October,Oct,7,5,Saturday,Sat
2017-10-08 00:00:00,10/08/2017,2017,4,Q4,10,October,Oct,8,6,Sunday,Sun
2017-10-09 00:00:00,10/09/2017,2017,4,Q4,10,October,Oct,9,0,Monday,Mon
2017-10-10 00:00:00,10/10/2017,2017,4,Q4,10,October,Oct,10,1,Tuesday,Tue
2017-10-11 00:00:00,10/11/2017,2017,4,Q4,10,October,Oct,11,2,Wednesday,Wed
2017-10-12 00:00:00,10/12/2017,2017,4,Q4,10,October,Oct,12,3,Thursday,Thu
2017-10-13 00:00:00,10/13/2017,2017,4,Q4,10,October,Oct,13,4,Friday,Fri
2017-10-14 00:00:00,10/14/2017,2017,4,Q4,10,October,Oct,14,5,Saturday,Sat
2017-10-15 00:00:00,10/15/2017,2017,4,Q4,10,October,Oct,15,6,Sunday,Sun
2017-10-16 00:00:00,10/16/2017,2017,4,Q4,10,October,Oct,16,0,Monday,Mon
2017-10-17 00:00:00,10/17/2017,2017,4,Q4,10,October,Oct,17,1,Tuesday,Tue
2017-10-18 00:00:00,10/18/2017,2017,4,Q4,10,October,Oct,18,2,Wednesday,Wed
2017-10-19 00:00:00,10/19/2017,2017,4,Q4,10,October,Oct,19,3,Thursday,Thu
2017-10-20 00:00:00,10/20/2017,2017,4,Q4,10,October,Oct,20,4,Friday,Fri
2017-10-21 00:00:00,10/21/2017,2017,4,Q4,10,October,Oct,21,5,Saturday,Sat
2017-10-22 00:00:00,10/22/2017,2017,4,Q4,10,October,Oct,22,6,Sunday,Sun
2017-10-23 00:00:00,10/23/2017,2017,4,Q4,10,October,Oct,23,0,Monday,Mon
2017-10-24 00:00:00,10/24/2017,2017,4,Q4,10,October,Oct,24,1,Tuesday,Tue
2017-10-25 00:00:00,10/25/2017,2017,4,Q4,10,October,Oct,25,2,Wednesday,Wed
2017-10-26 00:00:00,10/26/2017,2017,4,Q4,10,October,Oct,26,3,Thursday,Thu
2017-10-27 00:00:00,10/27/2017,2017,4,Q4,10,October,Oct,27,4,Friday,Fri
2017-10-28 00:00:00,10/28/2017,2017,4,Q4,10,October,Oct,28,5,Saturday,Sat
2017-10-29 00:00:00,10/29/2017,2017,4,Q4,10,October,Oct,29,6,Sunday,Sun
2017-10-30 00:00:00,10/30/2017,2017,4,Q4,10,October,Oct,30,0,Monday,Mon
2017-10-31 00:00:00,10/31/2017,2017,4,Q4,10,October,Oct,31,1,Tuesday,Tue
2017-11-01 00:00:00,11/01/2017,2017,4,Q4,11,November,Nov,1,2,Wednesday,Wed
2017-11-02 00:00:00,11/02/2017,2017,4,Q4,11,November,Nov,2,3,Thursday,Thu
2017-11-03 00:00:00,11/03/2017,2017,4,Q4,11,November,Nov,3,4,Friday,Fri
2017-11-04 00:00:00,11/04/2017,2017,4,Q4,11,November,Nov,4,5,Saturday,Sat
2017-11-05 00:00:00,11/05/2017,2017,4,Q4,11,November,Nov,5,6,Sunday,Sun
2017-11-06 00:00:00,11/06/2017,2017,4,Q4,11,November,Nov,6,0,Monday,Mon
2017-11-07 00:00:00,11/07/2017,2017,4,Q4,11,November,Nov,7,1,Tuesday,Tue
2017-11-08 00:00:00,11/08/2017,2017,4,Q4,11,November,Nov,8,2,Wednesday,Wed
2017-11-09 00:00:00,11/09/2017,2017,4,Q4,11,November,Nov,9,3,Thursday,Thu
2017-11-10 00:00:00,11/10/2017,2017,4,Q4,11,November,Nov,10,4,Friday,Fri
2017-11-11 00:00:00,11/11/2017,2017,4,Q4,11,November,Nov,11,5,Saturday,Sat
2017-11-12 00:00:00,11/12/2017,2017,4,Q4,11,November,Nov,12,6,Sunday,Sun
2017-11-13 00:00:00,11/13/2017,2017,4,Q4,11,November,Nov,13,0,Monday,Mon
2017-11-14 00:00:00,11/14/2017,2017,4,Q4,11,November,Nov,14,1,Tuesday,Tue
2017-11-15 00:00:00,11/15/2017,2017,4,Q4,11,November,Nov,15,2,Wednesday,Wed
2017-11-16 00:00:00,11/16/2017,2017,4,Q4,11,November,Nov,16,3,Thursday,Thu
2017-11-17 00:00:00,11/17/2017,2017,4,Q4,11,November,Nov,17,4,Friday,Fri
2017-11-18 00:00:00,11/18/2017,2017,4,Q4,11,November,Nov,18,5,Saturday,Sat
2017-11-19 00:00:00,11/19/2017,2017,4,Q4,11,November,Nov,19,6,Sunday,Sun
2017-11-20 00:00:00,11/20/2017,2017,4,Q4,11,November,Nov,20,0,Monday,Mon
2017-11-21 00:00:00,11/21/2017,2017,4,Q4,11,November,Nov,21,1,Tuesday,Tue
2017-11-22 00:00:00,11/22/2017,2017,4,Q4,11,November,Nov,22,2,Wednesday,Wed
2017-11-23 00:00:00,11/23/2017,2017,4,Q4,11,November,Nov,23,3,Thursday,Thu
2017-11-24 00:00:00,11/24/2017,2017,4,Q4,11,November,Nov,24,4,Friday,Fri
2017-11-25 00:00:00,11/25/2017,2017,4,Q4,11,November,Nov,25,5,Saturday,Sat
2017-11-26 00:00:00,11/26/2017,2017,4,Q4,11,November,Nov,26,6,Sunday,Sun
2017-11-27 00:00:00,11/27/2017,2017,4,Q4,11,November,Nov,27,0,Monday,Mon
2017-11-28 00:00:00,11/28/2017,2017,4,Q4,11,November,Nov,28,1,Tuesday,Tue
2017-11-29 00:00:00,11/29/2017,2017,4,Q4,11,November,Nov,29,2,Wednesday,Wed
2017-11-30 00:00:00,11/30/2017,2017,4,Q4,11,November,Nov,30,3,Thursday,Thu
2017-12-01 00:00:00,12/01/2017,2017,4,Q4,12,December,Dec,1,4,Friday,Fri
2017-12-02 00:00:00,12/02/2017,2017,4,Q4,12,December,Dec,2,5,Saturday,Sat
2017-12-03 00:00:00,12/03/2017,2017,4,Q4,12,December,Dec,3,6,Sunday,Sun
2017-12-04 00:00:00,12/04/2017,2017,4,Q4,12,December,Dec,4,0,Monday,Mon
2017-12-05 00:00:00,12/05/2017,2017,4,Q4,12,December,Dec,5,1,Tuesday,Tue
2017-12-06 00:00:00,12/06/2017,2017,4,Q4,12,December,Dec,6,2,Wednesday,Wed
2017-12-07 00:00:00,12/07/2017,2017,4,Q4,12,December,Dec,7,3,Thursday,Thu
2017-12-08 00:00:00,12/08/2017,2017,4,Q4,12,December,Dec,8,4,Friday,Fri
2017-12-09 00:00:00,12/09/2017,2017,4,Q4,12,December,Dec,9,5,Saturday,Sat
2017-12-10 00:00:00,12/10/2017,2017,4,Q4,12,December,Dec,10,6,Sunday,Sun
2017-12-11 00:00:00,12/11/2017,2017,4,Q4,12,December,Dec,11,0,Monday,Mon
2017-12-12 00:00:00,12/12/2017,2017,4,Q4,12,December,Dec,12,1,Tuesday,Tue
2017-12-13 00:00:00,12/13/2017,2017,4,Q4,12,December,Dec,13,2,Wednesday,Wed
2017-12-14 00:00:00,12/14/2017,2017,4,Q4,12,December,Dec,14,3,Thursday,Thu
2017-12-15 00:00:00,12/15/2017,2017,4,Q4,12,December,Dec,15,4,Friday,Fri
2017-12-16 00:00:00,12/16/2017,2017,4,Q4,12,December,Dec,16,5,Saturday,Sat
2017-12-17 00:00:00,12/17/2017,2017,4,Q4,12,December,Dec,17,6,Sunday,Sun
